direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,htf_filter_variant,htf_filter_applied,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,signal_id,exit_time,exit_price,pnl,exit_reason,exit_type,entry_mode,candles_since_bos,ema_position,mtf_tf
LONG,18.342,1.0,0.227871,,19.24,0.7877192982456158,TREND,34.0541,0.3798,33.1578,5.1533,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.8210000000000015,,,BOS,False,,17.202,,2022-01-13 13:30:00,2.5,zone,NONE,False,0.4540239941154001,0.5175873532915548,NEARUSDT,13,1.4833333333333394,1.139999999999997,1.7535087719298312,0.0,1.7535087719298312,20.341,18.342,17.202,0,9,2022-01-14 02:00:00,19.24,0.40771354671562915,stop_loss,trailing_stop,zone,,ABOVE,15m
LONG,19.337,1.0,0.227871,,19.24,-0.045433255269321494,TREND,34.0541,0.3798,33.1578,5.1533,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.8210000000000015,,,BOS,False,,17.202,,2022-01-13 14:00:00,2.5,zone,NONE,False,0.4540239941154001,0.5175873532915548,NEARUSDT,12,0.3259953161592516,2.134999999999998,0.47025761124121884,0.15409836065573815,0.47025761124121884,20.341,19.008,17.202,1,9,2022-01-14 02:00:00,19.24,-0.044040327429194406,stop_loss,trailing_stop,zone,,ABOVE,15m
SHORT,0.7758,1.0,0.004629,,0.7733,0.1101321585903112,TREND,30.254,0.0077,16.6667,37.5,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.027100000000000013,,,BOS,False,,,0.7985,2022-01-13 15:30:00,2.5,zone,NONE,False,5.14999416525097,0.514999416525097,XRPUSDT,13,0.4273127753303994,0.022699999999999942,0.6519823788546287,0.21145374449338888,0.6519823788546287,0.7806,0.761,0.7985,0,13,2022-01-14 04:00:00,0.7733,0.012874985413127722,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,145.305,1.0,1.389643,,148.61,-0.5683576956147908,TREND,39.2286,2.3161,14.6184,36.7772,3.5,3_to_4,0.5,BEARISH_BOS,False,,,4.375,,,BOS,False,,,151.12,2022-01-14 10:30:00,2.5,zone,NONE,False,0.08711645214412604,0.5065821692180927,SOLUSDT,9,0.3439380911435943,5.814999999999998,0.6964746345657804,0.7626827171109207,0.6964746345657804,149.74,141.255,151.12,0,14,2022-01-14 19:00:00,148.61,-0.28791987433633714,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,0.7751,2.0,0.004453,,0.7783,-0.2119205298013232,TREND,39.5802,0.0074,20.4042,27.0452,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.017699999999999938,,,BOS,False,,,0.7902,2022-01-14 10:30:00,2.5,zone,NONE,False,5.065821692180928,0.5065821692180927,XRPUSDT,10,1.1721854304635793,0.015100000000000002,1.5562913907284743,0.6556291390728489,1.5562913907284743,0.785,0.7516,0.7902,0,15,2022-01-14 20:00:00,0.7783,-0.01621062941497887,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,0.7574,2.0,0.004453,,0.7783,-0.6371951219512194,TREND,39.5802,0.0074,20.4042,27.0452,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.017699999999999938,,,BOS,False,,,0.7902,2022-01-14 11:00:00,2.5,zone,NONE,False,5.065821692180928,0.5065821692180927,XRPUSDT,9,0.0,0.03280000000000005,0.1768292682926801,0.8414634146341471,0.1768292682926801,0.785,0.7516,0.7902,1,15,2022-01-14 20:00:00,0.7783,-0.10587567336658155,stop_loss,trailing_stop,zone,,BELOW,15m
LONG,25.659,1.0,0.315696,,25.363,-0.16610549943883243,TREND,33.151,0.4209,32.038,14.5257,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.4450000000000003,,,BOS,True,,23.877,,2022-01-14 23:30:00,2.5,zone,NONE,False,0.7078172535528946,1.2613303458312581,LINKUSDT,13,0.12682379349046163,1.782,0.3013468013468028,0.23569023569023465,0.3013468013468028,26.196,25.239,23.877,0,16,2022-01-15 12:00:00,25.363,-0.20951390705165635,stop_loss,trailing_stop,zone,,ABOVE,15m
LONG,145.68,1.0,1.320429,,145.68,0.0,TREND,34.7247,2.2007,42.0967,7.6274,3.5,3_to_4,0.5,BULLISH_BOS,False,,,5.100000000000023,,,BOS,False,,143.82,,2022-01-15 00:30:00,2.5,zone,NONE,False,0.2292598438371884,0.5045321383325032,LTCUSDT,12,2.0266278911255307,2.200700000000012,2.1947562139319117,0.47712091607216145,2.1947562139319117,150.51,144.63,143.4793,0,17,2022-01-15 12:00:00,145.68,0.0,stop_loss,trailing_stop,zone,,ABOVE,15m
LONG,147.08,1.0,1.320429,,145.68,-0.4294478527607354,TREND,34.7247,2.2007,42.0967,7.6274,3.5,3_to_4,0.5,BULLISH_BOS,False,,,5.100000000000023,,,BOS,False,,143.82,,2022-01-15 02:00:00,2.5,zone,NONE,False,0.2292598438371884,0.5045321383325032,LTCUSDT,10,0.9386503067484526,3.2600000000000193,1.0521472392637907,0.7515337423312891,1.0521472392637907,150.51,144.63,143.4793,1,17,2022-01-15 12:00:00,145.68,-0.32096378137206505,stop_loss,trailing_stop,zone,,ABOVE,15m
LONG,3358.05,1.0,15.465357,,3304.05,-0.5504587155963282,TREND,37.4837,23.7929,29.3906,21.7052,4.0,4_to_5,1.0,BULLISH_BOS,True,,,36.80000000000018,,,BOS,True,,3259.95,,2022-01-15 15:30:00,2.5,zone,NONE,False,0.01023200305586917,1.0037594997807693,ETHUSDT,19,0.0,98.10000000000036,0.1442405708460712,0.6630988786952083,0.1442405708460712,3372.2,3293.0,3259.95,0,19,2022-01-16 10:00:00,3304.05,-0.5525281650169352,stop_loss,trailing_stop,zone,,ABOVE,15m
LONG,43270.5,2.0,155.605357,,42790.0,-0.6791519434628975,TREND,30.3541,239.3929,26.2271,20.9458,4.0,4_to_5,1.0,BULLISH_BOS,True,,,327.5,,,BOS,True,,42563.0,,2022-01-15 15:30:00,2.5,zone,NONE,False,0.001418741342446317,1.0037594997807693,BTCUSDT,20,0.2890459363957597,707.5,0.719434628975265,0.6975265017667844,0.719434628975265,43779.5,42777.0,42563.0,0,18,2022-01-16 11:00:00,42790.0,-0.6817052150454553,stop_loss,trailing_stop,zone,,ABOVE,15m
LONG,30.13,1.0,0.191571,,29.77,-0.4444444444444444,TREND,33.1397,0.3193,31.7673,20.1342,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.5999999999999979,,,BOS,False,,29.32,,2022-01-15 16:15:00,2.5,zone,NONE,False,0.619604629494303,0.5018797498903846,FILUSDT,19,0.1481481481481496,0.8099999999999987,0.4567901234567921,0.6049382716049373,0.4567901234567921,30.5,29.64,29.32,0,20,2022-01-16 11:00:00,29.77,-0.2230576666179487,stop_loss,trailing_stop,zone,,ABOVE,15m
LONG,20.206,2.0,0.187114,,19.689,-1.0,TREND,35.5644,0.3119,33.1425,12.1393,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.24199999999999733,,,BOS,False,,19.689,,2022-01-16 21:30:00,2.5,zone,NONE,False,0.9566601444042233,0.49459329465698293,NEARUSDT,4,0.0,0.5169999999999995,0.5299806576402344,1.0947775628626684,0.5299806576402344,20.48,19.64,19.689,0,21,2022-01-17 01:00:00,19.689,-0.49459329465698293,stop_loss,SL,zone,,ABOVE,15m
SHORT,143.87,1.0,1.231071,,140.35,0.7719298245614054,TREND,33.4695,1.6414,10.3351,33.5292,5.0,5_plus,1.25,BEARISH_BOS,True,,,2.3799999999999955,,,BOS,True,,,148.43,2022-01-17 03:30:00,2.5,zone,NONE,False,0.2698028115042203,1.2303008204592452,SOLUSDT,20,1.2521929824561415,4.560000000000002,1.484649122807019,0.030701754385961906,1.484649122807019,144.01,137.1,148.43,0,25,2022-01-17 23:00:00,140.35,0.9497058964948583,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,26.635,1.0,0.204429,,25.915,0.6288209606986923,TREND,34.966,0.3407,8.805,32.5996,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.5249999999999986,,,BOS,False,,,27.78,2022-01-17 03:30:00,2.5,zone,NONE,False,0.4297994132608718,0.492120328183698,DOTUSDT,22,1.152838427947599,1.1449999999999996,1.3580786026200906,0.22270742358078524,1.3580786026200906,26.89,25.08,27.78,0,23,2022-01-18 01:00:00,25.915,0.3094555775478287,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,25.034,1.0,0.174771,,21.973,4.372857142857125,TREND,34.6005,0.2913,9.0976,31.437,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.3930000000000007,,,BOS,False,,,25.734,2022-01-17 03:30:00,2.5,zone,NONE,False,0.7030290402624229,0.492120328183698,LINKUSDT,75,5.1399999999999775,0.7000000000000028,5.442857142857119,0.15,5.442857142857119,25.139,21.224,25.734,0,24,2022-01-20 06:00:00,21.973,2.1519718922432762,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,90.175,1.0,0.717857,,84.825,1.9669117647058811,TREND,32.711,0.9571,5.0373,33.9179,5.0,5_plus,1.25,BEARISH_BOS,True,,,1.4050000000000011,,,BOS,True,,,92.895,2022-01-17 03:30:00,2.5,zone,NONE,False,0.4523164781100168,1.2303008204592452,AVAXUSDT,77,3.1801470588235277,2.719999999999999,3.3547794117647074,0.0,3.3547794117647074,90.175,81.05,92.895,0,22,2022-01-20 08:00:00,84.825,2.419893157888587,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,86.885,1.0,0.717857,,84.825,1.8986175115207504,TREND,32.711,0.9571,5.0373,33.9179,5.0,5_plus,1.25,BEARISH_BOS,True,,,1.4050000000000011,,,BOS,True,,,92.895,2022-01-18 01:00:00,2.5,zone,NONE,False,0.4523164781100168,1.2303008204592452,AVAXUSDT,55,4.940092165898646,1.0849999999999937,5.377880184331835,0.2165898617511528,5.377880184331835,87.12,81.05,92.895,1,22,2022-01-20 08:00:00,84.825,0.9317719449066356,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,84.125,1.0,0.717857,,84.825,-1.0,TREND,32.711,0.9571,5.0373,33.9179,5.0,5_plus,1.25,BEARISH_BOS,True,,,1.4050000000000011,,,BOS,True,,,92.895,2022-01-20 06:00:00,2.5,zone,NONE,False,0.4523164781100168,1.2303008204592452,AVAXUSDT,2,0.0,0.7000000000000028,0.09285714285713924,1.1071428571428608,0.09285714285713924,84.9,84.06,92.895,2,22,2022-01-20 08:00:00,84.825,-0.31662153467701304,stop_loss,trailing_stop,zone,,BELOW,15m
LONG,1.3729,2.0,0.016827,,1.3768,0.10626702997275257,TREND,33.4015,0.0224,33.2697,10.2833,5.0,5_plus,1.25,BULLISH_BOS,True,SWEEP_HIGH,,0.03859999999999997,,,BOS,True,,1.3362,,2022-01-20 14:00:00,2.5,zone,NONE,False,5.243512128557189,1.3108780321392972,ADAUSDT,6,0.9100817438692136,0.036699999999999955,1.435967302452317,0.48228882833787656,1.435967302452317,1.4256,1.3552,1.3362,0,26,2022-01-20 20:00:00,1.3768,0.020449697301373113,stop_loss,trailing_stop,zone,,ABOVE,
LONG,1.4052,2.0,0.016827,,1.3768,-0.41159420289855075,TREND,33.4015,0.0224,33.2697,10.2833,5.0,5_plus,1.25,BULLISH_BOS,True,SWEEP_HIGH,,0.03859999999999997,,,BOS,True,,1.3362,,2022-01-20 15:00:00,2.5,zone,NONE,False,5.243512128557189,1.3108780321392972,ADAUSDT,5,0.01594202898550872,0.06899999999999995,0.150724637681159,0.7246376811594215,0.150724637681159,1.4156,1.3552,1.3362,1,26,2022-01-20 20:00:00,1.3768,-0.14891574445102407,stop_loss,trailing_stop,zone,,ABOVE,
LONG,0.2784,1.0,0.003126,,0.2671,-1.0,TREND,39.6038,0.0042,36.5039,18.2519,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.008299999999999974,,,BOS,True,,0.2671,,2022-01-20 14:30:00,2.5,zone,NONE,False,5.243512128557189,1.3108780321392972,HBARUSDT,7,0.11504424778761292,0.011299999999999977,0.3407079646017724,1.0353982300884967,0.3407079646017724,0.28225,0.2667,0.2671,0,27,2022-01-20 21:00:00,0.2671,-0.05925168705269611,stop_loss,SL,zone,,ABOVE,15m
SHORT,21.493,1.0,0.227829,,19.713,1.2117086453369612,TREND,39.164,0.3797,16.7419,38.9014,3.5,3_to_4,0.5,BEARISH_BOS,False,,,1.3620000000000019,,,BOS,False,,,22.962,2022-01-20 21:30:00,2.5,zone,NONE,False,0.3563053942714136,0.523412624184707,LINKUSDT,18,1.8025867937372346,1.4690000000000012,2.1524846834581326,0.0,2.1524846834581326,21.493,18.331,22.962,0,34,2022-01-21 15:00:00,19.713,0.6342236018031153,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,41769.5,1.0,311.946429,,35901.0,3.6427684667908133,TREND,38.962,415.9286,30.6715,36.519,5.0,5_plus,1.25,BEARISH_BOS,True,,,1508.5,,,BOS,True,,,43380.5,2022-01-20 21:30:00,2.5,zone,NONE,False,0.0008122480201500731,1.3085315604617678,BTCUSDT,40,4.3271260086902545,1611.0,4.847610180012414,0.0,4.847610180012414,41769.5,33960.0,43380.5,0,30,2022-01-22 13:00:00,35901.0,4.766677506250704,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,16.24,1.0,0.272786,,11.872,3.3860465116278986,TREND,31.957,0.3637,19.5405,36.8028,5.0,5_plus,1.25,BEARISH_BOS,True,,,1.0630000000000006,,,BOS,True,,,17.53,2022-01-20 21:30:00,2.5,zone,NONE,False,1.0143655507455542,1.3085315604617678,NEARUSDT,47,4.306201550387586,1.2900000000000027,4.778294573643399,0.0,4.778294573643399,16.24,10.076,17.53,0,35,2022-01-22 20:00:00,11.872,4.43074872565658,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,368.6982,1.0,2.501786,,296.65,4.7394519070110155,TREND,35.0024,3.3357,24.8394,36.7238,5.0,5_plus,1.25,BEARISH_BOS,True,,,10.5,,,BOS,True,,,383.9,2022-01-20 21:00:00,2.5,zone,NONE,False,0.08607740928454317,1.3085315604617678,BCHUSDT,51,5.9333894670368,15.201799999999992,6.818153113447094,0.0,6.818153113447094,368.6982,265.05,383.9,0,29,2022-01-23 00:00:00,296.65,6.201722399614624,stop_loss,trailing_stop,zone,,BELOW,
SHORT,0.1621,1.0,0.001591,,0.1349,3.777777777777772,TREND,35.1642,0.0021,17.5084,43.4343,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.008599999999999997,,,BOS,True,,,0.1693,2022-01-20 21:00:00,2.5,zone,NONE,False,5.234126241847071,1.3085315604617678,DOGEUSDT,51,4.999999999999992,0.007200000000000012,5.874999999999989,0.0,5.874999999999989,0.1621,0.1198,0.1693,0,31,2022-01-23 00:00:00,0.1349,0.14236823377824034,stop_loss,trailing_stop,zone,,BELOW,
SHORT,83.01,1.0,0.866786,,61.285,4.637139807897559,TREND,36.8928,1.1557,20.3028,41.78,5.0,5_plus,1.25,BEARISH_BOS,True,,,4.465000000000003,,,BOS,True,,,87.695,2022-01-20 21:30:00,2.5,zone,NONE,False,0.2793023608242841,1.3085315604617678,AVAXUSDT,51,5.922091782283901,4.684999999999988,6.472785485592333,0.0,6.472785485592333,83.01,52.685,87.695,0,28,2022-01-23 00:00:00,61.285,6.067843788907575,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,3126.4,1.0,28.944643,,2462.6,4.559065934065938,TREND,32.7355,38.5929,25.4858,37.8956,5.0,5_plus,1.25,BEARISH_BOS,True,,,137.5,,,BOS,True,,,3272.0,2022-01-20 21:30:00,2.5,zone,NONE,False,0.008987167310863796,1.3085315604617678,ETHUSDT,56,5.475618131868135,145.5999999999999,5.703296703296708,0.0,5.703296703296708,3126.4,2296.0,3272.0,0,33,2022-01-23 05:00:00,2462.6,5.965681660951389,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,23.86,1.0,0.272411,,18.89,2.881159420289852,TREND,31.1523,0.3632,23.1072,41.3963,5.0,5_plus,1.25,BEARISH_BOS,True,,,1.3200000000000003,,,BOS,True,,,25.585,2022-01-20 21:30:00,2.5,zone,NONE,False,0.7585690205575459,1.3085315604617678,DOTUSDT,60,3.9507246376811547,1.7250000000000014,4.539130434782604,0.0,4.539130434782604,23.86,16.03,25.585,0,32,2022-01-23 09:00:00,18.89,3.7700880321710026,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,18.835,1.0,0.272411,,18.89,-0.6111111111111089,TREND,31.1523,0.3632,23.1072,41.3963,5.0,5_plus,1.25,BEARISH_BOS,True,,,1.3200000000000003,,,BOS,True,,,25.585,2022-01-23 00:00:00,2.5,zone,NONE,False,0.7585690205575459,1.3085315604617678,DOTUSDT,9,8.50000000000002,0.08999999999999986,10.38888888888893,3.6666666666666536,10.38888888888893,19.165,17.9,25.585,1,32,2022-01-23 09:00:00,18.89,-0.04172129613066481,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,18.39,1.0,0.272411,,18.89,-1.0,TREND,31.1523,0.3632,23.1072,41.3963,5.0,5_plus,1.25,BEARISH_BOS,True,,,1.3200000000000003,,,BOS,True,,,25.585,2022-01-23 05:00:00,2.5,zone,NONE,False,0.7585690205575459,1.3085315604617678,DOTUSDT,4,0.1600000000000037,0.5,0.37000000000000455,1.5499999999999972,0.37000000000000455,19.165,18.205,25.585,2,32,2022-01-23 09:00:00,18.89,-0.37928451027877297,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,0.2137,,0.00252,,0.2052,1.0,TREND,31.5096,0.0046,12.6267,29.9299,3.0,3_to_4,0.5,,True,,,0.003500000000000003,,,BOS,True,,,0.2222,2022-01-24 02:30:00,2.5,momentum,NONE,False,6.81204364898326,0.681204364898326,HBARUSDT,18,3.1058823529411743,0.008500000000000008,3.2529411764705864,0.011764705882351635,3.2529411764705864,0.2138,0.18605,0.2222,0,36,2022-01-24 20:00:00,0.2052,0.05790237101635776,stop_loss,trailing_stop,momentum,7.0,BELOW,15m
SHORT,0.20335,,0.00252,,0.2052,-0.09840425531914852,TREND,31.5096,0.0046,12.6267,29.9299,3.0,3_to_4,0.5,,True,,,0.003500000000000003,,,BOS,True,,,0.2222,2022-01-24 07:00:00,2.5,momentum,NONE,False,6.81204364898326,0.681204364898326,HBARUSDT,13,0.8537234042553203,0.018799999999999983,0.9202127659574482,0.46808510638297923,0.9202127659574482,0.21215,0.18605,0.2222,1,36,2022-01-24 20:00:00,0.2052,-0.012602280750618967,stop_loss,trailing_stop,momentum,7.0,BELOW,15m
SHORT,0.19385,,0.00252,,0.2052,-0.5717884130982366,TREND,31.5096,0.0046,12.6267,29.9299,3.0,3_to_4,0.5,,True,,,0.003500000000000003,,,BOS,True,,,0.2222,2022-01-24 10:00:00,2.5,momentum,NONE,False,6.81204364898326,0.681204364898326,HBARUSDT,10,0.3299748110831233,0.019850000000000007,0.3929471032745591,0.9219143576826199,0.3929471032745591,0.21215,0.18605,0.2222,2,36,2022-01-24 20:00:00,0.2052,-0.07731669541596,stop_loss,trailing_stop,momentum,7.0,BELOW,15m
